"","MetabID","NameANDPutName","Name","Formula","MW","RT","KEGGPathways","PutaID_Formula","PutaID_MzColudHits","PutaID_MassHits","PutaID_KEGG","PutaID_Chemspider","PutaID_BioCyc_asName"," PutaID_BioCyc_asPathw"
"2347","260.08299_5.397","PutID_KEGG_C20386:Biotin sulfoxide","","C10 H16 N2 O4 S","260.08299","5.397","Metabolic pathways;Other","C12 H21 P S2_ppm:2.93_Ifit:39MatchedIso.:3; C12 H13 N4 O P_ppm:1.13_Ifit:65MatchedIso.:3; C10 H16 N2 O4 S_ppm:-0.33_Ifit:77MatchedIso.:4","","","PutID_KEGG_C20386:Biotin sulfoxide","PutID_ChemS_75652_:Biotin l-Sulfoxide_ppm:0","PutID_BioCyc_d-biotin d-sulfoxide_ID:CPD-722_ppm:-0.334",""
"2348","348.1675_5.398","S_Tetramethylene glutarimide","S_Tetramethylene glutarimide","C14 H20 N8 O3","348.1675","5.398","","C22 H24 N2 S_ppm:4.25_Ifit:75MatchedIso.:2; C20 H29 O P S_ppm:-0.5_Ifit:81MatchedIso.:2; C13 H21 N10 P_ppm:-3.82_Ifit:82MatchedIso.:2; C14 H30 N4 P2 S_ppm:2.46_Ifit:87MatchedIso.:2; C11 H24 N8 O3 S_ppm:-4.91_Ifit:70MatchedIso.:2; C12 H25 N6 O4 P_ppm:0.02_Ifit:77MatchedIso.:2; C18 H24 N2 O5_ppm:-2.94_Ifit:88MatchedIso.:2; C14 H20 N8 O3_ppm:4.77_Ifit:88MatchedIso.:2","PutID_Mz_Tetramethylene glutarimide_simScore:80.2","","","PutID_ChemS_30791165_:(3S,4S,5R)-3-[(E)-({1-[(3R,4S,5R)-4,5-Dimethyl-2-oxotetrahydro-3-furanyl]-5-(hydroxymethyl)-1H-pyrrol-2-yl}methylene)amino]-4,5-dimethyldihydro-2(3H)-furanone_ppm:0.001; 390999_:(3S,4S,5R)-3-[(E)-({1-[(3S,4S,5R)-4,5-Dimethyl-2-oxotetrahydro-3-furanyl]-5-(hydroxymethyl)-1H-pyrrol-2-yl}methylene)amino]-4,5-dimethyldihydro-2(3H)-furanone_ppm:0.001; 4575429_:Enalaprilat_ppm:0.001","",""
"2349","84.03244_5.406","PutID_KEGG_C06195:Imidazolone","","C3 H4 N2 O","84.03244","5.406","Other","C3 H4 N2 O_ppm:0.96_Ifit:83MatchedIso.:3","","","PutID_KEGG_C06195:Imidazolone","PutID_ChemS_490_:imidazolinone_ppm:0; 20850_:1H-Imidazol-2-ol_ppm:0","PutID_BioCyc_3,5-dihydro-4H-imidazol-4-one_ID:CPD-60_ppm:0.957; 1,3-dihydro-2H-imidazol-2-one_ID:CPD-14546_ppm:0.957","META:P164-PWY_purine nucleobases degradation I (anaerobic)_ref:3,5-dihydro-4H-imidazol-4-one_compoundUsed:23; META:PWY-5497_purine nucleobases degradation II (anaerobic)_ref:3,5-dihydro-4H-imidazol-4-one_compoundUsed:37"
"2350","387.1432_5.409","","","C19 H21 N3 O6","387.1432","5.409","","C13 H32 N3 O2 P3 S_ppm:1.02_Ifit:67MatchedIso.:2; C20 H17 N7 O2_ppm:-3.02_Ifit:94MatchedIso.:2; C21 H28 N P3_ppm:-0.66_Ifit:93MatchedIso.:2; C12 H21 N9 O4 S_ppm:-1.34_Ifit:61MatchedIso.:2; C13 H30 N3 O4 P S2_ppm:4.31_Ifit:69MatchedIso.:2; C13 H22 N7 O5 P_ppm:3.1_Ifit:66MatchedIso.:2; C11 H27 N5 O6 P2_ppm:-1.17_Ifit:50MatchedIso.:2; C11 H25 N5 O8 S_ppm:2.11_Ifit:53MatchedIso.:2; C17 H26 N O7 P_ppm:-3.84_Ifit:90MatchedIso.:2; C19 H21 N3 O6_ppm:0.43_Ifit:96MatchedIso.:2","","","","","",""
"2351","213.14702_5.415","PutID_ChemS_35305_:Guanadrel_ppm:0.001","","C10 H19 N3 O2","213.14702","5.415","","C10 H19 N3 O2_ppm:-3.31_Ifit:95MatchedIso.:2","","","","PutID_ChemS_35305_:Guanadrel_ppm:0.001","",""
"2352","391.15932_5.416","","","C15 H25 N3 O9","391.15932","5.416","","C18 H26 N5 O P S_ppm:-0.65_Ifit:56MatchedIso.:3; C17 H32 N O3 P3_ppm:-0.48_Ifit:56MatchedIso.:3; C20 H21 N7 S_ppm:3.58_Ifit:58MatchedIso.:3; C19 H27 N3 O2 P2_ppm:3.75_Ifit:58MatchedIso.:3; C16 H29 N3 O4 S2_ppm:-1.62_Ifit:63MatchedIso.:3; C16 H21 N7 O5_ppm:-2.82_Ifit:65MatchedIso.:3; C24 H25 N O2 S_ppm:-3.28_Ifit:65MatchedIso.:3; C17 H30 N O5 P S_ppm:2.77_Ifit:68MatchedIso.:3; C13 H30 N O10 P_ppm:-3.62_Ifit:72MatchedIso.:3; C15 H25 N3 O9_ppm:0.6_Ifit:75MatchedIso.:3","","","","","",""
"2353","230.09_5.418","PutID_KEGG_C20921:N1-Acetyl-tabtoxinine-beta-lactam","","C9 H14 N2 O5","230.09","5.418","Biosynthesis of antibiotics;Other","C9 H14 N2 O5_ppm:-1.18_Ifit:72MatchedIso.:4","","","PutID_KEGG_C20921:N1-Acetyl-tabtoxinine-beta-lactam","PutID_ChemS_21376064_:N-(1-Carboxycyclopropyl)glutamine_ppm:0; 26773844_:1-(3-Amino-3-carboxypropyl)-5-oxoproline_ppm:0; 11282314_:Asp-pro_ppm:0; 3064511_:Prolylaspartic acid_ppm:0; 157173_:1-[4-(1,2,3,4-Tetrahydroxybutyl)-1H-imidazol-2-yl]ethanone_ppm:0; 149163_:Aspartyl-L-proline_ppm:0","",""
"2354","255.07426_5.424","PutID_ChemS_141635_:1-(beta-D-Ribofuranosyl)-3-pyridiniumcarboxylate_ppm:0","","C5 H14 N5 O5 P","255.07426","5.424","","C12 H17 N O S2_ppm:-3.5_Ifit:58MatchedIso.:2; C6 H10 N9 O P_ppm:-1.29_Ifit:79MatchedIso.:2; C11 H13 N O6_ppm:-0.1_Ifit:60MatchedIso.:2; C4 H13 N7 O4 S_ppm:-2.78_Ifit:90MatchedIso.:2; C5 H14 N5 O5 P_ppm:3.95_Ifit:83MatchedIso.:2","","","","PutID_ChemS_141635_:1-(beta-D-Ribofuranosyl)-3-pyridiniumcarboxylate_ppm:0","PutID_BioCyc_N-δ-(phosphonoacetyl)-L-ornithine_ID:N-DELTA-PHOSPHONOACETYL-L-ORNITHINE_ppm:3949.791",""
"2355","119.05829_5.425","PutID_KEGG_C00263:L-Homoserine; C00188:L-Threonine; C00188; C00263; C05519:L-Threonine; L-Homoserine; L-Allothreonine; C00188; C00263:L-Threonine; L-Homoserine","","C4 H9 N O3","119.05829","5.425","Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of antibiotics;Biosynthesis of amino acids;Biosynthesis of plant secondary metabolites;ABC transporters;Valine, leucine and isoleucine biosynthesis;Protein digestion and absorption;Other","C4 H9 N O3_ppm:0.41_Ifit:66MatchedIso.:4","","","PutID_KEGG_C00263:L-Homoserine; C00188:L-Threonine; C00188; C00263; C05519:L-Threonine; L-Homoserine; L-Allothreonine; C00188; C00263:L-Threonine; L-Homoserine","PutID_ChemS_88436_:O-Methylserine_ppm:0; 2006329_:D-Homoserine_ppm:0; 81824_:D-Allothreonine_ppm:0; 62643_:D-(+)-Threonine_ppm:0; 89699_:L-Allothreonine_ppm:0; 12126_:L-Homoserine_ppm:0; 2064_:DL-gamma-Amino-beta-hydroxybutyric acid_ppm:0; 200_:DL-Threonine_ppm:0; 758_:Homoserine_ppm:0; 6051_:L-(-)-Threonine_ppm:0","PutID_BioCyc_3-nitro-2-butanol_ID:CPD-8151_ppm:-8464.558; 2-methyl-L-serine_ID:2-METHYL-L-SERINE_ppm:0.414; 4-amino-3-hydroxybutanoate_ID:AMINOBUT-CPD_ppm:0.414; D-allothreonine_ID:CPD-10303_ppm:0.414; L-allo-threonine_ID:L-ALLO-THREONINE_ppm:0.414; L-threonine_ID:THR_ppm:0.414; D-homoserine_ID:CPD-12255_ppm:0.414; L-homoserine_ID:HOMO-SER_ppm:0.414; D-threonine_ID:D-THREONINE_ppm:0.414; serine methyl ester_ID:CPD0-1379_ppm:0.414; O-methylserine_ID:CPD0-1507_ppm:0.414","META:PWY-31_canavanine degradation_ref:L-homoserine_compoundUsed:7; META:PWY-7673_fusarin C biosynthesis_ref:L-homoserine_compoundUsed:7; META:PWY-7658_protein N-glycosylation (Methanococcus voltae)_ref:L-threonine_compoundUsed:7; META:PWY0-1587_N6-L-threonylcarbamoyladenosine37-modified tRNA biosynthesis_ref:L-threonine_compoundUsed:7; META:GLYSYN-THR-PWY_glycine biosynthesis IV_ref:L-threonine_compoundUsed:7; META:PWY-5443_aminopropanol phosphate biosynthesis I_ref:L-threonine_compoundUsed:7; META:PWY-5436_L-threonine degradation IV_ref:L-threonine_compoundUsed:7; META:HOMOSER-THRESYN-PWY_L-threonine biosynthesis_ref:L-homoserine; L-threonine_compoundUsed:15; META:PWY66-428_L-threonine degradation V_ref:L-threonine_compoundUsed:16; META:PWY-7378_aminopropanol phosphate biosynthesis II_ref:L-threonine_compoundUsed:17; META:THREONINE-DEG2-PWY_L-threonine degradation II_ref:L-threonine_compoundUsed:17; META:PWY-5_canavanine biosynthesis_ref:L-homoserine_compoundUsed:18; META:THRDLCTCAT-PWY_L-threonine degradation III (to methylglyoxal)_ref:L-threonine_compoundUsed:19; META:PWY-5903_bacillibactin biosynthesis_ref:L-threonine_compoundUsed:19; META:PWY-6374_vibriobactin biosynthesis_ref:L-threonine_compoundUsed:20; META:PWY-6644_fluoroacetate and fluorothreonine biosynthesis_ref:L-threonine_compoundUsed:23; META:PWY-6409_pyoverdine I biosynthesis_ref:L-threonine_compoundUsed:23; META:PWY-7441_polymyxin A biosynthesis_ref:L-threonine_compoundUsed:24; META:PWY-5344_L-homocysteine biosynthesis_ref:L-homoserine_compoundUsed:24; META:PWY-5437_L-threonine degradation I_ref:L-threonine_compoundUsed:24; META:THRESYN-PWY_superpathway of L-threonine biosynthesis_ref:L-homoserine; L-threonine_compoundUsed:25; META:HOMOSERSYN-PWY_L-homoserine biosynthesis_ref:L-homoserine_compoundUsed:25; META:P241-PWY_coenzyme B biosynthesis_ref:L-threonine_compoundUsed:29; META:HSERMETANA-PWY_L-methionine biosynthesis III_ref:L-homoserine_compoundUsed:31; META:P381-PWY_adenosylcobalamin biosynthesis II (aerobic)_ref:L-threonine_compoundUsed:32; META:PWY-5507_adenosylcobalamin biosynthesis I (anaerobic)_ref:L-threonine_compoundUsed:32; META:PWY-702_L-methionine biosynthesis II_ref:L-homoserine_compoundUsed:34; META:PWY-7650_echinocandin B biosynthesis_ref:L-threonine_compoundUsed:39; META:HOMOSER-METSYN-PWY_L-methionine biosynthesis I_ref:L-homoserine_compoundUsed:44; META:PWY-7718_actinomycin D biosynthesis_ref:L-threonine_compoundUsed:46; META:PWY-5826_hypoglycin biosynthesis_ref:L-threonine_compoundUsed:47; META:PWY-724_superpathway of L-lysine, L-threonine and L-methionine biosynthesis II_ref:L-homoserine; L-threonine_compoundUsed:47; META:PWY-5345_superpathway of L-methionine biosynthesis (by sulfhydrylation)_ref:L-homoserine_compoundUsed:50; META:PWY-6293_L-cysteine biosynthesis IV (fungi)_ref:L-homoserine_compoundUsed:53; META:PWY-821_superpathway of sulfur amino acid biosynthesis (Saccharomyces cerevisiae)_ref:L-homoserine_compoundUsed:54; META:ILEUSYN-PWY_L-isoleucine biosynthesis I (from threonine)_ref:L-threonine_compoundUsed:58; META:PWY-5347_superpathway of L-methionine biosynthesis (transsulfuration)_ref:L-homoserine_compoundUsed:62; META:MET-SAM-PWY_superpathway of S-adenosyl-L-methionine biosynthesis_ref:L-homoserine_compoundUsed:62; META:METSYN-PWY_L-homoserine and L-methionine biosynthesis_ref:L-homoserine_compoundUsed:62; META:P4-PWY_superpathway of L-lysine, L-threonine and L-methionine biosynthesis I_ref:L-homoserine; L-threonine_compoundUsed:65; META:PWY-3001_superpathway of L-isoleucine biosynthesis I_ref:L-homoserine; L-threonine_compoundUsed:76; META:THREOCAT-PWY_superpathway of L-threonine metabolism_ref:L-threonine_compoundUsed:78; META:PWY0-781_aspartate superpathway_ref:L-homoserine; L-threonine_compoundUsed:82; META:TRNA-CHARGING-PWY_tRNA charging_ref:L-threonine_compoundUsed:97; META:BRANCHED-CHAIN-AA-SYN-PWY_superpathway of branched chain amino acid biosynthesis_ref:L-threonine_compoundUsed:122"
"2356","320.1219_5.428","PutID_ChemS_10128485_:(2S,3S)-1-[(3S)-3-Carboxy-3-{[(3S)-3-carboxy-3-hydroxypropyl]amino}propyl]-3-hydroxy-2-azetidinecarboxylic acid_ppm:0; 9242305_:4-[(2S)-2-Carboxy-1-azetidinyl]-N-[(3S)-3-carboxy-3-hydroxypropyl]-L-allothreonine_ppm:0; 10130994_:1,1'-(2,5-Pyrazinediyl)di(1,2,3,4-butanetetrol)_ppm:0; 2342314_:4-(2-Carboxy-1-azetidinyl)-N-(3-carboxy-3-hydroxypropyl)threonine_ppm:0","","C16 H22 N2 O P2","320.1219","5.428","","C6 H21 N6 O7 P_ppm:3.02_Ifit:100MatchedIso.:1; C7 H17 N10 O3 P_ppm:-1.16_Ifit:52MatchedIso.:2; C21 H20 O S_ppm:-4.95_Ifit:58MatchedIso.:3; C13 H24 N2 O3 S2_ppm:-2.92_Ifit:59MatchedIso.:3; C13 H16 N6 O4_ppm:-4.38_Ifit:60MatchedIso.:3; C12 H20 N2 O8_ppm:-0.2_Ifit:92MatchedIso.:2; C14 H25 O4 P S_ppm:2.45_Ifit:63MatchedIso.:3; C14 H27 O2 P3_ppm:-1.53_Ifit:74MatchedIso.:3; C15 H21 N4 P S_ppm:-1.73_Ifit:77MatchedIso.:3; C16 H22 N2 O P2_ppm:3.64_Ifit:78MatchedIso.:3","","","","PutID_ChemS_10128485_:(2S,3S)-1-[(3S)-3-Carboxy-3-{[(3S)-3-carboxy-3-hydroxypropyl]amino}propyl]-3-hydroxy-2-azetidinecarboxylic acid_ppm:0; 9242305_:4-[(2S)-2-Carboxy-1-azetidinyl]-N-[(3S)-3-carboxy-3-hydroxypropyl]-L-allothreonine_ppm:0; 10130994_:1,1'-(2,5-Pyrazinediyl)di(1,2,3,4-butanetetrol)_ppm:0; 2342314_:4-(2-Carboxy-1-azetidinyl)-N-(3-carboxy-3-hydroxypropyl)threonine_ppm:0","",""
"2357","266.10011_5.433","","","C15 H20 Cl P","266.10011","5.433","","C5 H15 N8 O3 P_ppm:-1.37_Ifit:100MatchedIso.:1; C14 H20 O P2_ppm:4.4_Ifit:92MatchedIso.:2; C13 H19 N2 P S_ppm:-2.06_Ifit:96MatchedIso.:2; C10 H18 O8_ppm:-0.22_Ifit:87MatchedIso.:2; C11 H22 O3 S2_ppm:-3.48_Ifit:92MatchedIso.:2; C6 H15 Cl N8 O2_ppm:-2.03_Ifit:73MatchedIso.:2; C15 H20 Cl P_ppm:3.74_Ifit:76MatchedIso.:3","","","","","",""
"2358","241.14198_5.434","PutID_ChemS_34452059_:N~6~-[(2R)-3,4-Dihydro-2H-pyrrol-2-ylcarbonyl]-L-lysine_ppm:0.001","","C11 H19 N3 O3","241.14198","5.434","","C11 H19 N3 O3_ppm:-2.72_Ifit:70MatchedIso.:3","","","","PutID_ChemS_34452059_:N~6~-[(2R)-3,4-Dihydro-2H-pyrrol-2-ylcarbonyl]-L-lysine_ppm:0.001","PutID_BioCyc_pyrroline-carboxy-lysine_ID:CPD-14090_ppm:-2.723",""
"2359","306.14265_5.437","PutID_KEGG_C01513:Lupinate","","C13 H26 N2 O2 S2","306.14265","5.437","Biosynthesis of secondary metabolites;Other","C16 H24 N2 P2_ppm:3.86_Ifit:71MatchedIso.:2; C14 H29 O P3_ppm:-1.54_Ifit:75MatchedIso.:2; C14 H27 O3 P S_ppm:2.62_Ifit:76MatchedIso.:2; C12 H22 N2 O7_ppm:-0.16_Ifit:79MatchedIso.:2; C7 H19 N10 O2 P_ppm:-1.16_Ifit:72MatchedIso.:2; C13 H18 N6 O3_ppm:-4.53_Ifit:78MatchedIso.:2; C13 H26 N2 O2 S2_ppm:-2.99_Ifit:61MatchedIso.:3","","","PutID_KEGG_C01513:Lupinate","PutID_ChemS_4574420_:3-(6-{[(2E)-4-Hydroxy-3-methyl-2-buten-1-yl]amino}-9H-purin-9-yl)-D-alanine_ppm:0.001; 4444101_:(2S)-2-Ammonio-3-(6-{[(2E)-4-hydroxy-3-methyl-2-buten-1-yl]amino}-9H-purin-9-yl)propanoate_ppm:0.001","PutID_BioCyc_lupinate_ID:CPD-669_ppm:-4.527","META:PWY-5967_lupinate biosynthesis_ref:lupinate_compoundUsed:17"
"2360","254.17352_5.44","","","C12 H22 N4 O2","254.17352","5.44","","C12 H22 N4 O2_ppm:-2.99_Ifit:55MatchedIso.:4","","","","","",""
"2361","250.1277_5.443","PutID_ChemS_35315_:flucindole_ppm:0","","C8 H18 N4 O5","250.1277","5.443","","C10 H23 N2 O P S_ppm:3.31_Ifit:40MatchedIso.:2; C9 H22 N4 S2_ppm:-3.55_Ifit:41MatchedIso.:2; C8 H18 N4 O5_ppm:-0.08_Ifit:89MatchedIso.:3","","","","PutID_ChemS_35315_:flucindole_ppm:0","",""
"2362","170.99898_5.444","","","C6 H5 N O3 S","170.99898","5.444","","C8 H2 N3 P_ppm:2.03_Ifit:36MatchedIso.:2; C6 H5 N O3 S_ppm:-0.19_Ifit:73MatchedIso.:6","","","","","",""
"2363","357.19861_5.446","","","C14 H31 N O9","357.19861","5.446","","C11 H33 N7 P2 S_ppm:-2.05_Ifit:40MatchedIso.:2; C11 H31 N7 O2 S2_ppm:1.51_Ifit:40MatchedIso.:2; C12 H34 N5 O P3_ppm:2.76_Ifit:89MatchedIso.:2; C20 H28 N3 O P_ppm:4.5_Ifit:42MatchedIso.:4; C18 H33 N O2 P2_ppm:-0.13_Ifit:49MatchedIso.:4; C9 H28 N9 O4 P_ppm:-4.43_Ifit:57MatchedIso.:2; C18 H31 N O4 S_ppm:3.43_Ifit:46MatchedIso.:4; C10 H27 N7 O7_ppm:3.95_Ifit:62MatchedIso.:4; C14 H31 N O9_ppm:-3.57_Ifit:90MatchedIso.:4","","","","","",""
"2364","177.04591_5.455","PutID_KEGG_C03145:N-Formylmethionine","","C6 H11 N O3 S","177.04591","5.455","Other","C6 H13 N O P2_ppm:-7.47_Ifit:59MatchedIso.:2; C6 H11 N O3 S_ppm:-0.28_Ifit:42MatchedIso.:3","","","PutID_KEGG_C03145:N-Formylmethionine","PutID_ChemS_35013668_:1-(1,2-Diphosphinoethyl)-2-pyrrolidinone_ppm:0.001; 35032871_:3-[(1Z)-1-Propen-1-ylsulfinyl]alanine_ppm:0; 5363142_:N-Formyl-D-methionine_ppm:0; 19100864_:5-Methyl-3-thiomorpholinecarboxylic acid 1-oxide_ppm:0; 4444557_:3-[(1E)-1-Propen-1-ylsulfinyl]-L-alanine_ppm:0; 887_:For-Met-OH_ppm:0; 78760_:3-(Allylsulfinyl)-L-alanine_ppm:0; 108767_:3-(Allylsulfinyl)alanine_ppm:0; 388809_:Formyl-L-methionine_ppm:0","PutID_BioCyc_(+)-trans-isoalliin_ID:CPD-9307_ppm:-0.283; alliin_ID:CPD-9269_ppm:-0.283","META:PWY-5706_alliin metabolism_ref:alliin_compoundUsed:16; META:PWY-5707_propanethial S-oxide biosynthesis_ref:(+)-trans-isoalliin_compoundUsed:16; META:PWY-6176_superpathway of Allium flavor precursors_ref:alliin; (+)-trans-isoalliin_compoundUsed:42"
"2365","471.2834_5.456","","","C24 H41 N O8","471.2834","5.456","","C27 H42 N3 P S_ppm:-0.65_Ifit:48MatchedIso.:3; C17 H41 N7 O6 S_ppm:-1.07_Ifit:38MatchedIso.:2; C25 H45 N O3 S2_ppm:-1.46_Ifit:41MatchedIso.:2; C28 H43 N O P2_ppm:3_Ifit:80MatchedIso.:3; C17 H43 N7 O4 P2_ppm:-3.77_Ifit:69MatchedIso.:2; C19 H38 N9 O3 P_ppm:-0.26_Ifit:82MatchedIso.:2; C20 H47 N3 O3 P2 S_ppm:4.38_Ifit:39MatchedIso.:3; C18 H42 N5 O7 P_ppm:2.58_Ifit:63MatchedIso.:3; C25 H37 N5 O4_ppm:-2.45_Ifit:88MatchedIso.:3; C24 H41 N O8_ppm:0.39_Ifit:94MatchedIso.:3","","","","","",""
"2366","242.16218_5.46","","","C12 H22 N2 O3","242.16218","5.46","","C12 H22 N2 O3_ppm:-3.56_Ifit:70MatchedIso.:4","","","","","",""
"2367","180.05322_5.467","PutID_KEGG_C16623:Isonicotinylglycine; C05380:Nicotinurate","","C8 H8 N2 O3","180.05322","5.467","Nicotinate and nicotinamide metabolism;Other","C8 H8 N2 O3_ppm:-1.5_Ifit:93MatchedIso.:2","","","PutID_KEGG_C16623:Isonicotinylglycine; C05380:Nicotinurate","PutID_ChemS_9963296_:N-(2-Pyridinylcarbonyl)glycine_ppm:0; 141130_:N-Isonicotinoylglycine_ppm:0; 61774_:N-nicotinoyl-Glycine_ppm:0","",""
"2368","148.01933_5.475","PutID_KEGG_C01180:4-Methylthio-2-oxobutanoic acid","","C5 H8 O3 S","148.01933","5.475","Metabolic pathways;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;Biosynthesis of plant secondary metabolites;Other","C7 H5 N2 P_ppm:2_Ifit:63MatchedIso.:2; C5 H8 O3 S_ppm:-0.57_Ifit:75MatchedIso.:2","","","PutID_KEGG_C01180:4-Methylthio-2-oxobutanoic acid","PutID_ChemS_460_:4-methylthio-2-oxobutanoic acid_ppm:0","PutID_BioCyc_4-(methylsulfanyl)-2-oxobutanoate_ID:CPD-479_ppm:-0.566","META:PWY-6854_ethylene biosynthesis III (microbes)_ref:4-(methylsulfanyl)-2-oxobutanoate_compoundUsed:15; META:PWY-5082_L-methionine degradation III_ref:4-(methylsulfanyl)-2-oxobutanoate_compoundUsed:24; META:PWY-1186_L-homomethionine biosynthesis_ref:4-(methylsulfanyl)-2-oxobutanoate_compoundUsed:25; META:PWY-6053_dimethylsulfoniopropanoate biosynthesis III (algae)_ref:4-(methylsulfanyl)-2-oxobutanoate_compoundUsed:25; META:PWY-4361_S-methyl-5-thio-&alpha;-D-ribose 1-phosphate degradation_ref:4-(methylsulfanyl)-2-oxobutanoate_compoundUsed:45; META:PWY-7527_L-methionine salvage cycle III_ref:4-(methylsulfanyl)-2-oxobutanoate_compoundUsed:47; META:PWY-7528_L-methionine salvage cycle I (bacteria and plants)_ref:4-(methylsulfanyl)-2-oxobutanoate_compoundUsed:48; META:PWY-7270_L-methionine salvage cycle II (plants)_ref:4-(methylsulfanyl)-2-oxobutanoate_compoundUsed:52"
"2369","532.31663_5.476","S_Taurocholic acid","S_Taurocholic acid","C26 H48 N2 O7 S","532.31663","5.476","","C20 H49 N6 O6 P S_ppm:-1.05_Ifit:80MatchedIso.:2; C21 H45 N10 O2 P S_ppm:-3.56_Ifit:86MatchedIso.:2; C29 H44 N2 O7_ppm:3.34_Ifit:67MatchedIso.:3; C28 H55 O P3 S_ppm:-3.78_Ifit:76MatchedIso.:3; C22 H46 N8 O3 P2_ppm:-0.33_Ifit:87MatchedIso.:2; C29 H41 N8 P_ppm:-4.79_Ifit:62MatchedIso.:3; C18 H44 N8 O10_ppm:-2.64_Ifit:56MatchedIso.:3; C30 H40 N6 O3_ppm:0.83_Ifit:65MatchedIso.:3; C28 H45 N4 O4 P_ppm:-2.27_Ifit:64MatchedIso.:3; C26 H48 N2 O7 S_ppm:-2.99_Ifit:91MatchedIso.:3","PutID_Mz_Taurocholic acid_simScore:89.9","","","","",""
"2370","230.1264_5.477","PutID_ChemS_35032811_:4-Hydroxyprolylvaline_ppm:0; 8418431_:Valyl-4-hydroxyproline_ppm:0","","C10 H18 N2 O4","230.1264","5.477","","C12 H23 P S_ppm:2.58_Ifit:95MatchedIso.:2; C10 H18 N2 O4_ppm:-1.11_Ifit:88MatchedIso.:2","","","","PutID_ChemS_35032811_:4-Hydroxyprolylvaline_ppm:0; 8418431_:Valyl-4-hydroxyproline_ppm:0","",""
"2371","243.02015_5.477","","","C9 H9 N O5 S","243.02015","5.477","","C3 H12 N5 O2 P3_ppm:-0.97_Ifit:100MatchedIso.:1; C4 H6 N9 P S_ppm:-1.23_Ifit:71MatchedIso.:2; C3 H10 N5 O4 P S_ppm:4.27_Ifit:71MatchedIso.:2; C11 H6 N3 O2 P_ppm:1.59_Ifit:89MatchedIso.:2; C9 H9 N O5 S_ppm:0.03_Ifit:76MatchedIso.:3","","","","","",""
"2372","344.15821_5.479","","","C9 H25 N6 O6 P","344.15821","5.479","","C17 H29 O3 P S_ppm:2.05_Ifit:60MatchedIso.:2; C16 H28 N2 O2 S2_ppm:-2.94_Ifit:61MatchedIso.:2; C17 H31 O P3_ppm:-1.65_Ifit:61MatchedIso.:2; C16 H20 N6 O3_ppm:-4.3_Ifit:63MatchedIso.:2; C15 H24 N2 O7_ppm:-0.42_Ifit:66MatchedIso.:2; C12 H24 N8 S2_ppm:4.86_Ifit:70MatchedIso.:2; C10 H29 N6 O P S2_ppm:0.06_Ifit:75MatchedIso.:2; C10 H21 N10 O2 P_ppm:-1.31_Ifit:80MatchedIso.:2; C8 H24 N8 O5 S_ppm:-2.41_Ifit:81MatchedIso.:2; C9 H25 N6 O6 P_ppm:2.58_Ifit:84MatchedIso.:2","","","","","",""
"2373","385.22985_5.483","","","C12 H31 N7 O7","385.22985","5.483","","C20 H37 N O2 P2_ppm:-0.28_Ifit:78MatchedIso.:2; C13 H37 N7 P2 S_ppm:-2.06_Ifit:91MatchedIso.:2; C20 H35 N O4 S_ppm:3.03_Ifit:77MatchedIso.:2; C16 H35 N O9_ppm:-3.47_Ifit:90MatchedIso.:2; C22 H32 N3 O P_ppm:4.01_Ifit:72MatchedIso.:2; C19 H36 N3 O P S_ppm:-4.74_Ifit:81MatchedIso.:2; C14 H38 N5 O P3_ppm:2.4_Ifit:92MatchedIso.:2; C13 H35 N7 O2 S2_ppm:1.25_Ifit:94MatchedIso.:2; C11 H32 N9 O4 P_ppm:-4.26_Ifit:76MatchedIso.:2; C12 H31 N7 O7_ppm:3.5_Ifit:83MatchedIso.:2","","","","","",""
"2374","276.07814_5.485","PutID_KEGG_C20387:Biotin sulfone","","C10 H16 N2 O5 S","276.07814","5.485","Other","C12 H21 O P S2_ppm:3.61_Ifit:46MatchedIso.:2; C11 H12 N6 O S_ppm:-4.31_Ifit:48MatchedIso.:2; C5 H13 N10 P S_ppm:-0.58_Ifit:65MatchedIso.:2; C12 H13 N4 O2 P_ppm:1.91_Ifit:45MatchedIso.:2; C10 H18 N2 O3 P2_ppm:-4.08_Ifit:50MatchedIso.:2; C10 H16 N2 O5 S_ppm:0.53_Ifit:50MatchedIso.:2","","","PutID_KEGG_C20387:Biotin sulfone","PutID_ChemS_75678_:Biotin sulfone_ppm:0","",""
"2375","155.98807_5.487","","","C6 H4 O3 S","155.98807","5.487","","C8 H N2 P_ppm:2.12_Ifit:76MatchedIso.:2; C6 H4 O3 S_ppm:-0.31_Ifit:67MatchedIso.:3","","","","","",""
"2376","327.26256_5.489","","","C16 H33 N5 O2","327.26256","5.489","","C16 H33 N5 O2_ppm:-2.64_Ifit:71MatchedIso.:3","","","","","",""
"2377","230.01776_5.498","","","C8 H10 N2 O2 S2","230.01776","5.498","","C8 H2 N6 O3_ppm:-4.67_Ifit:49MatchedIso.:2; C7 H6 N2 O7_ppm:1.14_Ifit:53MatchedIso.:2; C9 H13 O P3_ppm:-0.7_Ifit:100MatchedIso.:1; C2 H3 N10 O2 P_ppm:-0.19_Ifit:81MatchedIso.:2; C8 H10 N2 O2 S2_ppm:-2.63_Ifit:58MatchedIso.:3","","","","","",""
